id,x,y,z,neighbors
219,14.831537,50.276261,9.486917,3
220,15.651930,52.868692,12.320627,1
222,14.913955,60.958135,9.692106,3
265,17.843662,112.686244,9.763510,0
226,14.922038,120.777934,9.651589,2
227,15.394349,123.099116,12.661365,3
229,15.044202,129.151685,12.345951,2
231,14.737520,135.015831,12.514636,2
234,15.198528,142.776831,9.689234,3
275,17.581476,145.296124,9.543321,0
292,19.423376,17.804462,9.199410,0
237,16.950267,27.842397,11.074287,2
238,16.199434,32.781257,10.837871,2
214,15.391263,36.525264,12.300347,3
239,16.367076,38.217822,11.044966,2
279,19.107219,40.775738,11.198946,0
240,16.283031,43.414634,10.780707,4
240,16.283031,43.414634,10.780707,4
280,18.820149,46.023972,10.629251,0
241,15.987127,48.972655,11.076828,2
242,16.642155,54.541174,10.840863,3
282,18.439224,56.504522,10.922598,0
304,19.605578,61.547512,9.449043,0
244,17.124009,114.341501,11.290121,1
6351,18.902001,119.290696,8.241127,0
227,15.394349,123.099116,12.661365,3
246,16.341121,124.948891,11.423413,2
285,19.151002,127.607691,11.365991,0
247,16.423467,130.486335,10.832396,3
248,16.277657,136.038351,11.120893,3
248,16.277657,136.038351,11.120893,3
249,16.618393,141.337048,11.081996,2
250,15.964708,146.441853,11.002676,1
4147,16.293191,149.406578,8.298006,0
237,16.950267,27.842397,11.074287,2
254,16.992248,34.641830,12.556218,2
256,17.825533,39.614631,12.786695,2
258,17.580228,44.906423,12.243198,2
260,17.226172,50.793866,12.180300,2
262,17.600119,58.296757,9.514274,3
314,20.797568,114.970306,9.675970,0
268,17.671041,123.642056,9.873263,4
269,17.943335,126.380222,12.929964,1
272,17.648835,134.742780,9.675259,4
273,17.297784,137.629677,12.726474,2
275,17.581476,145.296124,9.543321,4
3944,21.392256,2.644584,8.119617,0
251,17.700781,19.463366,9.218110,1
6292,19.349237,27.194624,8.285086,0
330,21.623855,32.636685,11.352607,0
278,19.034701,35.211489,11.374944,2
279,19.107219,40.775738,11.198946,3
279,19.107219,40.775738,11.198946,3
280,18.820149,46.023972,10.629251,3
333,21.533708,48.834524,10.896335,0
333,21.533708,48.834524,10.896335,0
281,18.983718,51.611687,10.892800,2
282,18.439224,56.504522,10.922598,2
263,18.166338,63.495167,9.510668,2
4055,17.966785,68.519711,9.271406,0
4072,18.874833,70.511811,8.295281,0
360,22.549296,75.218237,9.638742,0
4074,18.812523,81.166517,8.039762,0
4086,21.549235,94.913937,8.332834,0
4087,21.862792,100.324855,8.251006,0
4078,19.074555,103.028157,8.252168,0
366,22.679499,108.054619,9.581030,0
283,19.084474,116.077288,11.008481,1
284,18.962246,122.109521,11.205422,3
284,18.962246,122.109521,11.205422,3
285,19.151002,127.607691,11.365991,3
339,21.820205,130.492125,11.084217,0
339,21.820205,130.492125,11.084217,0
286,18.857322,133.209526,10.993673,2
340,21.527368,136.009441,11.262911,0
287,18.911788,138.665783,11.261629,3
6367,19.027247,141.364457,8.224314,0
342,21.030817,146.457768,10.792241,0
4155,19.183737,151.781041,8.011882,0
380,22.733229,161.844628,9.899338,0
4158,18.839130,168.054228,8.470839,0
347,23.647669,25.341323,9.681367,0
295,20.331920,33.850583,9.685117,2
296,20.884798,36.282963,12.607873,3
298,20.664223,41.789793,12.503498,3
300,20.002923,47.592875,12.330378,1
4089,21.762682,111.345193,8.395052,0
315,20.224498,120.911809,9.752803,3
316,20.703271,123.061698,12.615945,3
318,20.556015,129.300097,12.630818,1
320,20.020390,134.602088,12.508536,2
376,23.168560,140.029255,9.576729,0
288,19.331087,144.678634,10.986233,2
3950,24.346909,5.467607,8.274152,0
3945,21.558547,7.904154,8.236344,0
3952,24.360439,16.041714,8.370068,0
3947,21.514208,18.827821,8.266288,0
329,22.305252,26.742099,11.089669,1
383,25.044493,30.456677,11.273461,0
296,20.884798,36.282963,12.607873,3
331,21.907694,38.047392,11.196312,4
331,21.907694,38.047392,11.196312,4
332,21.705367,43.284310,10.941848,3
332,21.705367,43.284310,10.941848,3
333,21.533708,48.834524,10.896335,4
333,21.533708,48.834524,10.896335,4
387,24.329949,51.474578,10.816366,0
388,24.930024,57.715282,10.888343,0
410,25.349754,61.446902,9.460389,0
4091,24.508413,70.564312,8.235017,0
307,20.865392,76.978653,9.806755,1
4083,21.794597,78.896388,8.159043,0
4084,21.579361,83.933892,8.113947,0
4095,24.574214,92.290078,8.297320,0
4087,21.862792,100.324855,8.251006,0
313,20.790560,109.549774,9.673960,3
337,21.473899,119.293833,11.118775,2
316,20.703271,123.061698,12.615945,3
390,24.436032,122.145446,11.298779,0
338,21.760919,124.885058,11.283144,2
339,21.820205,130.492125,11.084217,4
339,21.820205,130.492125,11.084217,4
340,21.527368,136.009441,11.262911,4
340,21.527368,136.009441,11.262911,4
341,21.797023,141.420449,11.097658,1
342,21.030817,146.457768,10.792241,3
431,25.308038,153.590936,9.426449,0
327,21.194024,163.671509,9.837291,2
433,25.579807,164.718080,9.447176,0
434,25.456823,170.161166,9.446617,0
348,23.184131,31.234574,9.917879,2
349,22.656395,34.655075,12.539306,2
351,23.711339,39.106489,12.539680,3
353,22.767179,44.747283,12.624970,4
355,22.657653,50.495858,12.290755,2
357,23.052013,58.742241,9.597072,2
368,23.094268,118.229010,9.809089,3
370,23.295972,123.553326,9.631059,3
371,23.030057,126.466628,12.699021,3
373,23.002733,131.919655,12.687100,4
375,22.913321,137.641508,12.490364,2
377,22.918061,145.450645,9.614119,4
435,27.426064,0.642982,11.434658,0
436,27.549502,5.855738,11.040174,0
3951,24.291775,10.661775,8.108741,0
438,27.308796,16.803011,10.978273,0
6702,24.685444,27.075166,8.312873,0
384,24.590301,35.342003,11.196982,3
384,24.590301,35.342003,11.196982,3
442,27.270181,37.992318,11.102088,0
385,24.552636,40.636104,10.882121,2
6714,24.336405,43.485555,7.940293,0
386,24.202382,45.989345,11.111255,3
387,24.329949,51.474578,10.816366,4
387,24.329949,51.474578,10.816366,4
388,24.930024,57.715282,10.888343,2
358,23.390597,62.975944,9.634495,2
6943,27.021433,67.948702,8.386243,0
4091,24.508413,70.564312,8.235017,0
4092,24.470281,76.122272,8.226009,0
451,26.674910,87.329618,10.884190,0
452,27.551329,92.930296,10.893095,0
453,27.510605,98.412261,10.688619,0
454,27.393612,103.267586,11.018685,0
455,26.987768,109.048862,11.224690,0
456,26.780919,113.820863,10.941429,0
457,26.733262,119.221907,10.919616,0
390,24.436032,122.145446,11.298779,2
391,24.547054,127.515503,11.088111,3
391,24.547054,127.515503,11.088111,3
392,24.113737,133.285293,10.947048,3
460,27.310532,136.011393,11.152785,0
393,24.540222,138.756837,11.082670,4
393,24.540222,138.756837,11.082670,4
461,27.279025,141.386100,10.741111,0
6781,24.415269,146.662255,8.142612,0
379,23.609057,155.345109,9.755284,1
464,26.995318,157.367304,11.138447,0
381,24.252103,166.610729,10.017105,1
382,23.547743,171.689393,9.596348,2
395,25.664222,1.398393,9.983389,2
396,25.738255,6.785982,9.697323,2
509,29.137198,13.230349,11.106417,0
398,25.614236,17.657214,9.506290,3
470,28.228629,20.516116,9.721973,0
401,25.837203,33.898461,9.601576,3
402,25.406564,37.119143,12.500679,2
404,25.830087,41.994817,12.488654,4
406,25.692594,47.196887,12.557885,2
409,25.772263,55.940832,9.535421,3
482,28.529126,63.945498,9.602733,0
415,25.471066,88.614273,9.326945,3
416,25.991620,94.232053,9.755710,2
417,25.639487,99.481629,9.510012,3
418,25.848538,104.543899,9.830447,3
419,25.621706,110.446352,9.841676,3
420,25.863349,115.412601,9.504205,2
389,25.011062,117.420040,10.838380,2
422,26.160948,123.082124,12.705700,2
424,25.920143,128.804449,12.598357,4
426,25.917840,134.423272,12.337838,2
428,25.961365,140.281588,12.436241,2
501,28.310054,145.410853,9.671269,0
502,28.393772,150.934238,9.706976,0
432,25.822817,158.952436,9.610001,3
433,25.579807,164.718080,9.447176,4
434,25.456823,170.161166,9.446617,3
436,27.549502,5.855738,11.040174,2
508,29.335375,7.744479,10.953511,0
509,29.137198,13.230349,11.106417,0
439,27.096814,22.119716,10.971566,1
7137,29.835189,27.362446,8.200773,0
441,26.917913,32.209416,10.930532,2
512,30.565193,30.941484,11.173587,0
442,27.270181,37.992318,11.102088,4
442,27.270181,37.992318,11.102088,4
443,27.127429,43.187903,10.788552,3
443,27.127429,43.187903,10.788552,3
6927,27.002421,45.981388,8.048950,0
444,27.022197,48.597100,10.992559,3
516,29.639452,51.743964,11.011302,0
517,30.490601,57.759407,10.844933,0
447,26.958475,65.401720,10.872408,1
519,30.539006,68.433645,10.995113,0
520,30.393381,73.890932,10.927188,0
6951,27.278655,79.051861,8.109949,0
451,26.674910,87.329618,10.884190,2
452,27.551329,92.930296,10.893095,2
524,30.416581,95.452592,10.999497,0
525,29.608380,99.889426,10.938017,0
455,26.987768,109.048862,11.224690,2
456,26.780919,113.820863,10.941429,2
528,30.526048,117.086315,11.037621,0
529,29.700572,122.042496,11.350080,0
458,27.252077,124.679171,11.222536,3
530,29.900423,127.721951,10.936747,0
459,27.009559,130.496865,11.226481,4
459,27.009559,130.496865,11.226481,4
460,27.310532,136.011393,11.152785,4
460,27.310532,136.011393,11.152785,4
461,27.279025,141.386100,10.741111,3
462,27.345039,147.149967,11.147843,1
463,26.223629,151.503163,10.641774,1
464,26.995318,157.367304,11.138447,2
465,27.280649,163.685133,10.929879,2
466,26.309383,168.270903,10.778374,2
7019,27.202062,171.423892,8.183316,0
580,32.252866,5.084969,10.722601,0
468,28.384643,9.490195,9.506253,3
437,27.559002,11.512958,10.921245,1
543,30.930931,23.163561,9.792177,0
473,29.110104,32.666043,12.170382,1
546,31.803857,35.930855,12.122949,0
475,28.680824,39.154144,12.560145,3
477,28.427063,44.527370,12.410552,3
480,28.480846,53.047344,9.586927,2
481,28.558856,58.802072,9.764244,2
482,28.529126,63.945498,9.602733,4
483,28.537433,69.314669,9.807460,3
484,28.537104,74.901798,9.743152,2
486,28.080802,85.786873,9.776459,4
487,28.589478,91.165723,9.507462,4
488,28.918531,96.610652,9.581476,3
489,28.695349,101.611102,9.452772,2
491,28.452973,112.802718,9.531022,2
492,28.659509,118.046082,9.710659,3
493,27.689167,121.055692,12.398932,1
495,28.979367,126.115740,12.463746,3
498,28.382100,134.583936,9.571209,4
572,31.731848,139.483742,12.361540,0
573,31.098359,142.581298,9.502528,0
574,31.399747,148.215967,9.734962,0
503,28.542519,156.268762,9.778914,3
576,30.980401,159.064153,9.688467,0
505,28.113010,167.220400,9.402730,4
578,31.235589,170.022178,9.619898,0
579,32.123486,-0.489056,10.820314,0
508,29.335375,7.744479,10.953511,2
7125,29.758511,10.736357,8.160948,0
582,32.298534,16.312380,11.217993,0
511,30.509500,25.041791,11.324046,1
584,32.302037,26.966343,11.092281,0
585,32.518840,32.386203,10.793462,0
513,29.926799,34.949308,11.169416,1
514,29.942295,40.521240,11.187166,3
587,32.573744,43.505079,11.013967,0
587,32.573744,43.505079,11.013967,0
479,28.938802,49.522149,12.053361,2
588,32.360712,49.038400,10.850632,0
516,29.639452,51.743964,11.011302,2
517,30.490601,57.759407,10.844933,2
518,30.408638,63.039800,10.683166,2
7165,29.835368,65.230972,8.235343,0
520,30.393381,73.890932,10.927188,2
7173,29.740524,76.278813,8.272347,0
594,32.221992,81.446242,11.172065,0
595,32.473474,86.883132,11.015818,0
524,30.416581,95.452592,10.999497,2
525,29.608380,99.889426,10.938017,2
7193,29.987171,103.202531,8.069478,0
599,32.174956,108.260757,10.825521,0
528,30.526048,117.086315,11.037621,2
601,32.209261,119.166696,10.652365,0
495,28.979367,126.115740,12.463746,3
530,29.900423,127.721951,10.936747,3
530,29.900423,127.721951,10.936747,3
531,29.866889,133.127339,10.956799,3
531,29.866889,133.127339,10.956799,3
604,32.633084,136.011859,11.103879,0
532,30.119093,138.385651,10.995418,1
533,29.296455,143.321289,11.045447,1
534,30.422298,150.070339,11.075845,1
535,30.505651,155.711917,11.200224,2
536,30.278890,160.988699,10.859591,1
537,29.083855,165.597237,11.016162,2
538,30.265893,171.610937,11.211710,1
539,31.315771,1.476350,9.847219,2
507,30.521038,3.425875,11.336248,1
542,30.988712,17.759476,9.683346,2
618,33.843419,20.305859,9.552580,0
544,30.909304,28.599049,9.842362,2
512,30.565193,30.941484,11.173587,2
547,31.036793,39.193857,9.482205,4
548,31.429195,42.082500,12.553123,2
550,30.687586,47.955271,12.262664,3
552,31.188283,52.658891,12.377296,2
633,34.083557,60.441915,12.190712,0
556,31.015917,71.917859,9.637909,3
638,33.687000,74.432097,9.445407,0
558,30.851476,82.911854,9.784482,3
559,31.159955,88.356897,9.560985,3
560,31.366448,93.778731,9.583880,3
646,34.112468,96.413469,9.545230,0
563,31.033344,110.035486,9.642795,3
527,30.347130,112.108244,10.940947,2
565,31.012311,120.741617,9.448137,3
567,31.401360,126.424411,9.500598,4
568,31.423400,128.902346,12.341049,4
570,30.945420,134.808577,12.339977,3
573,31.098359,142.581298,9.502528,4
574,31.399747,148.215967,9.734962,3
666,33.682353,150.644274,9.556970,0
576,30.980401,159.064153,9.688467,3
577,30.920279,164.701925,9.822345,4
578,31.235589,170.022178,9.619898,4
580,32.252866,5.084969,10.722601,3
676,35.066882,7.996505,10.822976,0
676,35.066882,7.996505,10.822976,0
677,35.180230,13.608503,11.135775,0
7577,35.324186,16.311480,8.221677,0
582,32.298534,16.312380,11.217993,2
583,32.428731,21.561877,11.008119,1
679,35.268266,24.416124,11.175338,0
584,32.302037,26.966343,11.092281,3
584,32.302037,26.966343,11.092281,3
680,35.112143,29.402855,10.973599,0
546,31.803857,35.930855,12.122949,2
586,32.697623,37.916227,10.843709,3
586,32.697623,37.916227,10.843709,3
587,32.573744,43.505079,11.013967,3
683,35.091276,46.147359,10.847795,0
588,32.360712,49.038400,10.850632,3
684,35.415193,51.241618,11.076104,0
589,32.708620,54.111310,11.044881,2
685,35.351685,57.075309,11.224549,0
7383,32.703164,56.956531,7.938049,0
590,32.457116,59.399807,10.870637,1
686,35.271335,62.421658,10.919656,0
687,35.265330,67.789502,11.234962,0
687,35.265330,67.789502,11.234962,0
592,32.267090,70.499201,11.073185,2
593,32.288473,75.614800,11.024308,1
689,35.073365,78.475542,10.977843,0
689,35.073365,78.475542,10.977843,0
594,32.221992,81.446242,11.172065,2
595,32.473474,86.883132,11.015818,3
595,32.473474,86.883132,11.015818,3
596,32.391780,92.057949,10.757800,3
596,32.391780,92.057949,10.757800,3
597,32.336964,97.347195,10.942759,2
597,32.336964,97.347195,10.942759,2
693,35.206912,100.667107,11.085956,0
694,35.213121,105.862154,10.897007,0
599,32.174956,108.260757,10.825521,2
600,32.077708,113.612301,10.387478,2
601,32.209261,119.166696,10.652365,3
601,32.209261,119.166696,10.652365,3
602,32.703672,124.945173,10.960546,3
602,32.703672,124.945173,10.960546,3
603,32.654144,130.406045,10.786936,3
18061,32.416835,133.593745,13.770427,0
604,32.633084,136.011859,11.103879,3
700,35.543957,138.683452,11.078961,0
605,32.655408,141.394684,10.973279,3
605,32.655408,141.394684,10.973279,3
606,32.765560,146.797570,11.175520,3
606,32.765560,146.797570,11.175520,3
607,32.394451,151.978491,11.029263,2
607,32.394451,151.978491,11.029263,2
608,32.260017,157.542588,11.019252,3
608,32.260017,157.542588,11.019252,3
609,32.115010,162.875646,10.832447,2
610,32.716752,168.674697,11.109309,2
706,35.247984,170.920427,11.061054,0
7467,32.550649,171.161336,8.105966,0
707,36.586452,1.296792,9.406307,0
613,34.221083,6.081902,12.131147,2
615,34.231681,11.759325,12.468021,1
617,34.232522,17.099109,12.465599,2
619,34.235636,22.742739,12.688306,1
622,34.143135,31.017519,9.440123,1
623,33.517964,34.183704,12.273591,2
625,33.915132,39.184236,12.255365,3
627,33.637245,45.285582,12.596448,3
629,34.481659,49.274135,12.294660,2
631,33.997422,55.650816,12.677650,1
634,33.896382,63.887738,9.500801,3
635,34.344559,65.825741,12.233088,2
637,33.960587,71.558468,12.392986,2
639,34.338671,76.556136,12.219157,2
642,33.953420,85.579892,9.730404,4
643,33.841535,88.236477,12.437214,2
645,34.245492,93.008138,12.068822,2
648,33.998589,101.755288,9.353645,3
649,34.290666,104.300190,12.373888,1
654,33.750797,118.114453,9.074046,4
655,33.809768,120.195269,12.179023,2
657,34.198700,126.014409,12.339935,4
660,33.819809,134.576036,9.556947,4
661,33.741162,137.927460,12.354860,1
664,33.764463,145.455183,9.558587,4
665,34.705036,147.680301,12.481234,3
667,34.292878,152.991758,12.292629,2
765,36.716108,159.013043,9.306203,0
672,33.952992,167.129894,9.670919,4
673,33.833590,170.053583,12.906901,1
675,35.014202,2.430691,10.961749,2
613,34.221083,6.081902,12.131147,2
676,35.066882,7.996505,10.822976,4
676,35.066882,7.996505,10.822976,4
677,35.180230,13.608503,11.135775,3
677,35.180230,13.608503,11.135775,3
774,37.842680,16.107876,11.067140,0
775,37.850348,21.828271,11.092391,0
679,35.268266,24.416124,11.175338,2
680,35.112143,29.402855,10.973599,2
777,37.756015,32.583925,11.028819,0
681,35.202415,35.408401,11.088033,4
681,35.202415,35.408401,11.088033,4
682,35.526496,40.565286,11.134376,3
682,35.526496,40.565286,11.134376,3
683,35.091276,46.147359,10.847795,4
629,34.481659,49.274135,12.294660,2
780,38.088983,48.809310,11.011636,0
685,35.351685,57.075309,11.224549,3
685,35.351685,57.075309,11.224549,3
686,35.271335,62.421658,10.919656,3
635,34.344559,65.825741,12.233088,2
687,35.265330,67.789502,11.234962,3
784,37.784331,70.582721,11.256056,0
688,35.178348,73.081469,10.874382,3
639,34.338671,76.556136,12.219157,2
689,35.073365,78.475542,10.977843,3
786,37.960436,81.528074,10.975014,0
690,35.189752,83.940318,11.111055,2
691,35.265951,89.624510,10.982933,4
691,35.265951,89.624510,10.982933,4
692,35.265181,95.004169,11.291869,3
692,35.265181,95.004169,11.291869,3
789,37.904325,97.553927,11.041682,0
694,35.213121,105.862154,10.897007,4
694,35.213121,105.862154,10.897007,4
791,37.911915,108.602173,11.056222,0
792,37.896223,113.909679,11.057450,0
792,37.896223,113.909679,11.057450,0
696,34.603814,116.603241,10.692937,2
697,34.991133,122.078105,11.359109,3
657,34.198700,126.014409,12.339935,4
7883,38.190567,127.624489,8.102987,0
698,35.373274,127.649866,11.045739,3
699,35.088796,133.104410,10.855365,3
699,35.088796,133.104410,10.855365,3
700,35.543957,138.683452,11.078961,2
797,37.686788,141.239629,11.148044,0
701,35.096012,144.174189,10.970518,3
665,34.705036,147.680301,12.481234,3
702,35.326787,149.320396,10.883795,4
702,35.326787,149.320396,10.883795,4
703,34.993752,154.911277,10.853785,4
669,34.098345,158.275395,12.376987,2
704,35.332446,160.201497,10.920741,1
801,37.902620,162.982948,10.815494,0
705,35.235038,165.663316,11.209248,2
706,35.247984,170.920427,11.061054,2
707,36.586452,1.296792,9.406307,4
708,35.853270,4.271541,12.344626,3
710,35.906997,9.892617,12.088587,2
712,36.174275,15.364558,12.542003,2
715,36.663354,23.144462,9.468254,2
716,37.321990,25.124308,12.387671,3
718,37.168957,30.440275,12.120059,2
720,37.028489,36.134258,12.577418,2
723,36.562313,44.936121,9.511186,4
724,36.295122,47.603096,12.255477,3
727,36.836531,55.705109,9.773278,3
728,36.175865,58.964082,12.239265,2
730,36.156648,64.202850,12.211957,3
732,35.839583,69.891165,12.537419,1
830,39.123236,74.528647,9.751962,0
